+---------+--------------+-------------+
| Decimal |   Binario    | Hexadecimal |
|   807   |  1100100111  |     327     |
|   808   |  1100101000  |     328     |
|   809   |  1100101001  |     329     |
|   810   |  1100101010  |     32A     |
|   811   |  1100101011  |     32B     |
|   812   |  1100101100  |     32C     |
|   813   |  1100101101  |     32D     |
|   814   |  1100101110  |     32E     |
|   815   |  1100101111  |     32F     |
|   816   |  1100110000  |     330     |
|   817   |  1100110001  |     331     |
|   818   |  1100110010  |     332     |
|   819   |  1100110011  |     333     |
|   820   |  1100110100  |     334     |
|   821   |  1100110101  |     335     |
|   822   |  1100110110  |     336     |
|   823   |  1100110111  |     337     |
|   824   |  1100111000  |     338     |
|   825   |  1100111001  |     339     |
|   826   |  1100111010  |     33A     |
|   827   |  1100111011  |     33B     |
|   828   |  1100111100  |     33C     |
|   829   |  1100111101  |     33D     |
|   830   |  1100111110  |     33E     |
|   831   |  1100111111  |     33F     |
|   832   |  1101000000  |     340     |
|   833   |  1101000001  |     341     |
|   834   |  1101000010  |     342     |
|   835   |  1101000011  |     343     |
|   836   |  1101000100  |     344     |
|   837   |  1101000101  |     345     |
|   838   |  1101000110  |     346     |
|   839   |  1101000111  |     347     |
|   840   |  1101001000  |     348     |
|   841   |  1101001001  |     349     |
|   842   |  1101001010  |     34A     |
|   843   |  1101001011  |     34B     |
|   844   |  1101001100  |     34C     |
|   845   |  1101001101  |     34D     |
|   846   |  1101001110  |     34E     |
|   847   |  1101001111  |     34F     |
|   848   |  1101010000  |     350     |
|   849   |  1101010001  |     351     |
|   850   |  1101010010  |     352     |
|   851   |  1101010011  |     353     |
|   852   |  1101010100  |     354     |
|   853   |  1101010101  |     355     |
|   854   |  1101010110  |     356     |
|   855   |  1101010111  |     357     |
|   856   |  1101011000  |     358     |
|   857   |  1101011001  |     359     |
|   858   |  1101011010  |     35A     |
|   859   |  1101011011  |     35B     |
|   860   |  1101011100  |     35C     |
|   861   |  1101011101  |     35D     |
|   862   |  1101011110  |     35E     |
|   863   |  1101011111  |     35F     |
|   864   |  1101100000  |     360     |
|   865   |  1101100001  |     361     |
|   866   |  1101100010  |     362     |
|   867   |  1101100011  |     363     |
|   868   |  1101100100  |     364     |
|   869   |  1101100101  |     365     |
|   870   |  1101100110  |     366     |
|   871   |  1101100111  |     367     |
|   872   |  1101101000  |     368     |
|   873   |  1101101001  |     369     |
|   874   |  1101101010  |     36A     |
|   875   |  1101101011  |     36B     |
|   876   |  1101101100  |     36C     |
|   877   |  1101101101  |     36D     |
|   878   |  1101101110  |     36E     |
|   879   |  1101101111  |     36F     |
|   880   |  1101110000  |     370     |
|   881   |  1101110001  |     371     |
|   882   |  1101110010  |     372     |
|   883   |  1101110011  |     373     |
|   884   |  1101110100  |     374     |
|   885   |  1101110101  |     375     |
|   886   |  1101110110  |     376     |
|   887   |  1101110111  |     377     |
|   888   |  1101111000  |     378     |
|   889   |  1101111001  |     379     |
|   890   |  1101111010  |     37A     |
|   891   |  1101111011  |     37B     |
|   892   |  1101111100  |     37C     |
|   893   |  1101111101  |     37D     |
|   894   |  1101111110  |     37E     |
|   895   |  1101111111  |     37F     |
|   896   |  1110000000  |     380     |
|   897   |  1110000001  |     381     |
|   898   |  1110000010  |     382     |
|   899   |  1110000011  |     383     |
|   900   |  1110000100  |     384     |
|   901   |  1110000101  |     385     |
|   902   |  1110000110  |     386     |
|   903   |  1110000111  |     387     |
|   904   |  1110001000  |     388     |
|   905   |  1110001001  |     389     |
|   906   |  1110001010  |     38A     |
|   907   |  1110001011  |     38B     |
|   908   |  1110001100  |     38C     |
|   909   |  1110001101  |     38D     |
|   910   |  1110001110  |     38E     |
|   911   |  1110001111  |     38F     |
|   912   |  1110010000  |     390     |
|   913   |  1110010001  |     391     |
|   914   |  1110010010  |     392     |
|   915   |  1110010011  |     393     |
|   916   |  1110010100  |     394     |
|   917   |  1110010101  |     395     |
|   918   |  1110010110  |     396     |
|   919   |  1110010111  |     397     |
|   920   |  1110011000  |     398     |
|   921   |  1110011001  |     399     |
|   922   |  1110011010  |     39A     |
|   923   |  1110011011  |     39B     |
|   924   |  1110011100  |     39C     |
|   925   |  1110011101  |     39D     |
|   926   |  1110011110  |     39E     |
|   927   |  1110011111  |     39F     |
|   928   |  1110100000  |     3A0     |
|   929   |  1110100001  |     3A1     |
|   930   |  1110100010  |     3A2     |
|   931   |  1110100011  |     3A3     |
|   932   |  1110100100  |     3A4     |
|   933   |  1110100101  |     3A5     |
|   934   |  1110100110  |     3A6     |
|   935   |  1110100111  |     3A7     |
|   936   |  1110101000  |     3A8     |
|   937   |  1110101001  |     3A9     |
|   938   |  1110101010  |     3AA     |
|   939   |  1110101011  |     3AB     |
|   940   |  1110101100  |     3AC     |
|   941   |  1110101101  |     3AD     |
|   942   |  1110101110  |     3AE     |
|   943   |  1110101111  |     3AF     |
|   944   |  1110110000  |     3B0     |
|   945   |  1110110001  |     3B1     |
|   946   |  1110110010  |     3B2     |
|   947   |  1110110011  |     3B3     |
|   948   |  1110110100  |     3B4     |
|   949   |  1110110101  |     3B5     |
|   950   |  1110110110  |     3B6     |
|   951   |  1110110111  |     3B7     |
|   952   |  1110111000  |     3B8     |
|   953   |  1110111001  |     3B9     |
|   954   |  1110111010  |     3BA     |
|   955   |  1110111011  |     3BB     |
|   956   |  1110111100  |     3BC     |
|   957   |  1110111101  |     3BD     |
|   958   |  1110111110  |     3BE     |
|   959   |  1110111111  |     3BF     |
|   960   |  1111000000  |     3C0     |
|   961   |  1111000001  |     3C1     |
|   962   |  1111000010  |     3C2     |
|   963   |  1111000011  |     3C3     |
|   964   |  1111000100  |     3C4     |
|   965   |  1111000101  |     3C5     |
|   966   |  1111000110  |     3C6     |
|   967   |  1111000111  |     3C7     |
|   968   |  1111001000  |     3C8     |
|   969   |  1111001001  |     3C9     |
|   970   |  1111001010  |     3CA     |
|   971   |  1111001011  |     3CB     |
|   972   |  1111001100  |     3CC     |
|   973   |  1111001101  |     3CD     |
|   974   |  1111001110  |     3CE     |
|   975   |  1111001111  |     3CF     |
|   976   |  1111010000  |     3D0     |
|   977   |  1111010001  |     3D1     |
|   978   |  1111010010  |     3D2     |
|   979   |  1111010011  |     3D3     |
|   980   |  1111010100  |     3D4     |
|   981   |  1111010101  |     3D5     |
|   982   |  1111010110  |     3D6     |
|   983   |  1111010111  |     3D7     |
|   984   |  1111011000  |     3D8     |
|   985   |  1111011001  |     3D9     |
|   986   |  1111011010  |     3DA     |
|   987   |  1111011011  |     3DB     |
|   988   |  1111011100  |     3DC     |
|   989   |  1111011101  |     3DD     |
|   990   |  1111011110  |     3DE     |
|   991   |  1111011111  |     3DF     |
|   992   |  1111100000  |     3E0     |
|   993   |  1111100001  |     3E1     |
|   994   |  1111100010  |     3E2     |
|   995   |  1111100011  |     3E3     |
|   996   |  1111100100  |     3E4     |
|   997   |  1111100101  |     3E5     |
|   998   |  1111100110  |     3E6     |
|   999   |  1111100111  |     3E7     |
|   1000  |  1111101000  |     3E8     |
|   1001  |  1111101001  |     3E9     |
|   1002  |  1111101010  |     3EA     |
|   1003  |  1111101011  |     3EB     |
|   1004  |  1111101100  |     3EC     |
|   1005  |  1111101101  |     3ED     |
|   1006  |  1111101110  |     3EE     |
|   1007  |  1111101111  |     3EF     |
|   1008  |  1111110000  |     3F0     |
|   1009  |  1111110001  |     3F1     |
|   1010  |  1111110010  |     3F2     |
|   1011  |  1111110011  |     3F3     |
|   1012  |  1111110100  |     3F4     |
|   1013  |  1111110101  |     3F5     |
|   1014  |  1111110110  |     3F6     |
|   1015  |  1111110111  |     3F7     |
|   1016  |  1111111000  |     3F8     |
|   1017  |  1111111001  |     3F9     |
|   1018  |  1111111010  |     3FA     |
|   1019  |  1111111011  |     3FB     |
|   1020  |  1111111100  |     3FC     |
|   1021  |  1111111101  |     3FD     |
|   1022  |  1111111110  |     3FE     |
|   1023  |  1111111111  |     3FF     |
|   1024  | 10000000000  |     400     |
|   1025  | 10000000001  |     401     |
|   1026  | 10000000010  |     402     |
|   1027  | 10000000011  |     403     |
|   1028  | 10000000100  |     404     |
|   1029  | 10000000101  |     405     |
|   1030  | 10000000110  |     406     |
|   1031  | 10000000111  |     407     |
|   1032  | 10000001000  |     408     |
|   1033  | 10000001001  |     409     |
|   1034  | 10000001010  |     40A     |
|   1035  | 10000001011  |     40B     |
|   1036  | 10000001100  |     40C     |
|   1037  | 10000001101  |     40D     |
|   1038  | 10000001110  |     40E     |
|   1039  | 10000001111  |     40F     |
|   1040  | 10000010000  |     410     |
|   1041  | 10000010001  |     411     |
|   1042  | 10000010010  |     412     |
|   1043  | 10000010011  |     413     |
|   1044  | 10000010100  |     414     |
|   1045  | 10000010101  |     415     |
|   1046  | 10000010110  |     416     |
|   1047  | 10000010111  |     417     |
|   1048  | 10000011000  |     418     |
|   1049  | 10000011001  |     419     |
|   1050  | 10000011010  |     41A     |
|   1051  | 10000011011  |     41B     |
|   1052  | 10000011100  |     41C     |
|   1053  | 10000011101  |     41D     |
|   1054  | 10000011110  |     41E     |
|   1055  | 10000011111  |     41F     |
|   1056  | 10000100000  |     420     |
|   1057  | 10000100001  |     421     |
|   1058  | 10000100010  |     422     |
|   1059  | 10000100011  |     423     |
|   1060  | 10000100100  |     424     |
|   1061  | 10000100101  |     425     |
|   1062  | 10000100110  |     426     |
|   1063  | 10000100111  |     427     |
|   1064  | 10000101000  |     428     |
|   1065  | 10000101001  |     429     |
|   1066  | 10000101010  |     42A     |
|   1067  | 10000101011  |     42B     |
|   1068  | 10000101100  |     42C     |
|   1069  | 10000101101  |     42D     |
|   1070  | 10000101110  |     42E     |
|   1071  | 10000101111  |     42F     |
|   1072  | 10000110000  |     430     |
|   1073  | 10000110001  |     431     |
|   1074  | 10000110010  |     432     |
|   1075  | 10000110011  |     433     |
|   1076  | 10000110100  |     434     |
|   1077  | 10000110101  |     435     |
|   1078  | 10000110110  |     436     |
|   1079  | 10000110111  |     437     |
|   1080  | 10000111000  |     438     |
|   1081  | 10000111001  |     439     |
|   1082  | 10000111010  |     43A     |
|   1083  | 10000111011  |     43B     |
|   1084  | 10000111100  |     43C     |
|   1085  | 10000111101  |     43D     |
|   1086  | 10000111110  |     43E     |
|   1087  | 10000111111  |     43F     |
|   1088  | 10001000000  |     440     |
|   1089  | 10001000001  |     441     |
|   1090  | 10001000010  |     442     |
|   1091  | 10001000011  |     443     |
|   1092  | 10001000100  |     444     |
|   1093  | 10001000101  |     445     |
|   1094  | 10001000110  |     446     |
|   1095  | 10001000111  |     447     |
|   1096  | 10001001000  |     448     |
|   1097  | 10001001001  |     449     |
|   1098  | 10001001010  |     44A     |
|   1099  | 10001001011  |     44B     |
|   1100  | 10001001100  |     44C     |
|   1101  | 10001001101  |     44D     |
|   1102  | 10001001110  |     44E     |
|   1103  | 10001001111  |     44F     |
|   1104  | 10001010000  |     450     |
|   1105  | 10001010001  |     451     |
|   1106  | 10001010010  |     452     |
|   1107  | 10001010011  |     453     |
|   1108  | 10001010100  |     454     |
|   1109  | 10001010101  |     455     |
|   1110  | 10001010110  |     456     |
|   1111  | 10001010111  |     457     |
|   1112  | 10001011000  |     458     |
|   1113  | 10001011001  |     459     |
|   1114  | 10001011010  |     45A     |
|   1115  | 10001011011  |     45B     |
|   1116  | 10001011100  |     45C     |
|   1117  | 10001011101  |     45D     |
|   1118  | 10001011110  |     45E     |
|   1119  | 10001011111  |     45F     |
|   1120  | 10001100000  |     460     |
|   1121  | 10001100001  |     461     |
|   1122  | 10001100010  |     462     |
|   1123  | 10001100011  |     463     |
|   1124  | 10001100100  |     464     |
|   1125  | 10001100101  |     465     |
|   1126  | 10001100110  |     466     |
|   1127  | 10001100111  |     467     |
|   1128  | 10001101000  |     468     |
|   1129  | 10001101001  |     469     |
|   1130  | 10001101010  |     46A     |
|   1131  | 10001101011  |     46B     |
|   1132  | 10001101100  |     46C     |
|   1133  | 10001101101  |     46D     |
|   1134  | 10001101110  |     46E     |
|   1135  | 10001101111  |     46F     |
|   1136  | 10001110000  |     470     |
|   1137  | 10001110001  |     471     |
|   1138  | 10001110010  |     472     |
|   1139  | 10001110011  |     473     |
|   1140  | 10001110100  |     474     |
|   1141  | 10001110101  |     475     |
|   1142  | 10001110110  |     476     |
|   1143  | 10001110111  |     477     |
|   1144  | 10001111000  |     478     |
|   1145  | 10001111001  |     479     |
|   1146  | 10001111010  |     47A     |
|   1147  | 10001111011  |     47B     |
|   1148  | 10001111100  |     47C     |
|   1149  | 10001111101  |     47D     |
|   1150  | 10001111110  |     47E     |
|   1151  | 10001111111  |     47F     |
|   1152  | 10010000000  |     480     |
|   1153  | 10010000001  |     481     |
|   1154  | 10010000010  |     482     |
|   1155  | 10010000011  |     483     |
|   1156  | 10010000100  |     484     |
|   1157  | 10010000101  |     485     |
|   1158  | 10010000110  |     486     |
|   1159  | 10010000111  |     487     |
|   1160  | 10010001000  |     488     |
|   1161  | 10010001001  |     489     |
|   1162  | 10010001010  |     48A     |
|   1163  | 10010001011  |     48B     |
|   1164  | 10010001100  |     48C     |
|   1165  | 10010001101  |     48D     |
|   1166  | 10010001110  |     48E     |
|   1167  | 10010001111  |     48F     |
|   1168  | 10010010000  |     490     |
|   1169  | 10010010001  |     491     |
|   1170  | 10010010010  |     492     |
|   1171  | 10010010011  |     493     |
|   1172  | 10010010100  |     494     |
|   1173  | 10010010101  |     495     |
|   1174  | 10010010110  |     496     |
|   1175  | 10010010111  |     497     |
|   1176  | 10010011000  |     498     |
|   1177  | 10010011001  |     499     |
|   1178  | 10010011010  |     49A     |
|   1179  | 10010011011  |     49B     |
|   1180  | 10010011100  |     49C     |
|   1181  | 10010011101  |     49D     |
|   1182  | 10010011110  |     49E     |
|   1183  | 10010011111  |     49F     |
|   1184  | 10010100000  |     4A0     |
|   1185  | 10010100001  |     4A1     |
|   1186  | 10010100010  |     4A2     |
|   1187  | 10010100011  |     4A3     |
|   1188  | 10010100100  |     4A4     |
|   1189  | 10010100101  |     4A5     |
|   1190  | 10010100110  |     4A6     |
|   1191  | 10010100111  |     4A7     |
|   1192  | 10010101000  |     4A8     |
|   1193  | 10010101001  |     4A9     |
|   1194  | 10010101010  |     4AA     |
|   1195  | 10010101011  |     4AB     |
|   1196  | 10010101100  |     4AC     |
|   1197  | 10010101101  |     4AD     |
|   1198  | 10010101110  |     4AE     |
|   1199  | 10010101111  |     4AF     |
|   1200  | 10010110000  |     4B0     |
|   1201  | 10010110001  |     4B1     |
|   1202  | 10010110010  |     4B2     |
|   1203  | 10010110011  |     4B3     |
|   1204  | 10010110100  |     4B4     |
|   1205  | 10010110101  |     4B5     |
|   1206  | 10010110110  |     4B6     |
|   1207  | 10010110111  |     4B7     |
|   1208  | 10010111000  |     4B8     |
|   1209  | 10010111001  |     4B9     |
|   1210  | 10010111010  |     4BA     |
|   1211  | 10010111011  |     4BB     |
|   1212  | 10010111100  |     4BC     |
|   1213  | 10010111101  |     4BD     |
|   1214  | 10010111110  |     4BE     |
|   1215  | 10010111111  |     4BF     |
|   1216  | 10011000000  |     4C0     |
|   1217  | 10011000001  |     4C1     |
|   1218  | 10011000010  |     4C2     |
|   1219  | 10011000011  |     4C3     |
|   1220  | 10011000100  |     4C4     |
|   1221  | 10011000101  |     4C5     |
|   1222  | 10011000110  |     4C6     |
|   1223  | 10011000111  |     4C7     |
|   1224  | 10011001000  |     4C8     |
|   1225  | 10011001001  |     4C9     |
|   1226  | 10011001010  |     4CA     |
|   1227  | 10011001011  |     4CB     |
|   1228  | 10011001100  |     4CC     |
|   1229  | 10011001101  |     4CD     |
|   1230  | 10011001110  |     4CE     |
|   1231  | 10011001111  |     4CF     |
|   1232  | 10011010000  |     4D0     |
|   1233  | 10011010001  |     4D1     |
|   1234  | 10011010010  |     4D2     |
|   1235  | 10011010011  |     4D3     |
|   1236  | 10011010100  |     4D4     |
|   1237  | 10011010101  |     4D5     |
|   1238  | 10011010110  |     4D6     |
|   1239  | 10011010111  |     4D7     |
|   1240  | 10011011000  |     4D8     |
|   1241  | 10011011001  |     4D9     |
|   1242  | 10011011010  |     4DA     |
|   1243  | 10011011011  |     4DB     |
|   1244  | 10011011100  |     4DC     |
|   1245  | 10011011101  |     4DD     |
|   1246  | 10011011110  |     4DE     |
|   1247  | 10011011111  |     4DF     |
|   1248  | 10011100000  |     4E0     |
|   1249  | 10011100001  |     4E1     |
|   1250  | 10011100010  |     4E2     |
|   1251  | 10011100011  |     4E3     |
|   1252  | 10011100100  |     4E4     |
|   1253  | 10011100101  |     4E5     |
|   1254  | 10011100110  |     4E6     |
|   1255  | 10011100111  |     4E7     |
|   1256  | 10011101000  |     4E8     |
|   1257  | 10011101001  |     4E9     |
|   1258  | 10011101010  |     4EA     |
|   1259  | 10011101011  |     4EB     |
|   1260  | 10011101100  |     4EC     |
|   1261  | 10011101101  |     4ED     |
|   1262  | 10011101110  |     4EE     |
|   1263  | 10011101111  |     4EF     |
|   1264  | 10011110000  |     4F0     |
|   1265  | 10011110001  |     4F1     |
|   1266  | 10011110010  |     4F2     |
|   1267  | 10011110011  |     4F3     |
|   1268  | 10011110100  |     4F4     |
|   1269  | 10011110101  |     4F5     |
|   1270  | 10011110110  |     4F6     |
|   1271  | 10011110111  |     4F7     |
|   1272  | 10011111000  |     4F8     |
|   1273  | 10011111001  |     4F9     |
|   1274  | 10011111010  |     4FA     |
|   1275  | 10011111011  |     4FB     |
|   1276  | 10011111100  |     4FC     |
|   1277  | 10011111101  |     4FD     |
|   1278  | 10011111110  |     4FE     |
|   1279  | 10011111111  |     4FF     |
|   1280  | 10100000000  |     500     |
|   1281  | 10100000001  |     501     |
|   1282  | 10100000010  |     502     |
|   1283  | 10100000011  |     503     |
|   1284  | 10100000100  |     504     |
|   1285  | 10100000101  |     505     |
|   1286  | 10100000110  |     506     |
|   1287  | 10100000111  |     507     |
|   1288  | 10100001000  |     508     |
|   1289  | 10100001001  |     509     |
|   1290  | 10100001010  |     50A     |
|   1291  | 10100001011  |     50B     |
|   1292  | 10100001100  |     50C     |
|   1293  | 10100001101  |     50D     |
|   1294  | 10100001110  |     50E     |
|   1295  | 10100001111  |     50F     |
|   1296  | 10100010000  |     510     |
|   1297  | 10100010001  |     511     |
|   1298  | 10100010010  |     512     |
|   1299  | 10100010011  |     513     |
|   1300  | 10100010100  |     514     |
|   1301  | 10100010101  |     515     |
|   1302  | 10100010110  |     516     |
|   1303  | 10100010111  |     517     |
|   1304  | 10100011000  |     518     |
|   1305  | 10100011001  |     519     |
|   1306  | 10100011010  |     51A     |
|   1307  | 10100011011  |     51B     |
|   1308  | 10100011100  |     51C     |
|   1309  | 10100011101  |     51D     |
|   1310  | 10100011110  |     51E     |
|   1311  | 10100011111  |     51F     |
|   1312  | 10100100000  |     520     |
|   1313  | 10100100001  |     521     |
|   1314  | 10100100010  |     522     |
|   1315  | 10100100011  |     523     |
|   1316  | 10100100100  |     524     |
|   1317  | 10100100101  |     525     |
|   1318  | 10100100110  |     526     |
|   1319  | 10100100111  |     527     |
|   1320  | 10100101000  |     528     |
|   1321  | 10100101001  |     529     |
|   1322  | 10100101010  |     52A     |
|   1323  | 10100101011  |     52B     |
|   1324  | 10100101100  |     52C     |
|   1325  | 10100101101  |     52D     |
|   1326  | 10100101110  |     52E     |
|   1327  | 10100101111  |     52F     |
|   1328  | 10100110000  |     530     |
|   1329  | 10100110001  |     531     |
|   1330  | 10100110010  |     532     |
|   1331  | 10100110011  |     533     |
|   1332  | 10100110100  |     534     |
|   1333  | 10100110101  |     535     |
|   1334  | 10100110110  |     536     |
|   1335  | 10100110111  |     537     |
|   1336  | 10100111000  |     538     |
|   1337  | 10100111001  |     539     |
|   1338  | 10100111010  |     53A     |
|   1339  | 10100111011  |     53B     |
|   1340  | 10100111100  |     53C     |
|   1341  | 10100111101  |     53D     |
|   1342  | 10100111110  |     53E     |
|   1343  | 10100111111  |     53F     |
|   1344  | 10101000000  |     540     |
|   1345  | 10101000001  |     541     |
|   1346  | 10101000010  |     542     |
|   1347  | 10101000011  |     543     |
|   1348  | 10101000100  |     544     |
|   1349  | 10101000101  |     545     |
|   1350  | 10101000110  |     546     |
|   1351  | 10101000111  |     547     |
|   1352  | 10101001000  |     548     |
|   1353  | 10101001001  |     549     |
|   1354  | 10101001010  |     54A     |
|   1355  | 10101001011  |     54B     |
|   1356  | 10101001100  |     54C     |
|   1357  | 10101001101  |     54D     |
|   1358  | 10101001110  |     54E     |
|   1359  | 10101001111  |     54F     |
|   1360  | 10101010000  |     550     |
|   1361  | 10101010001  |     551     |
|   1362  | 10101010010  |     552     |
|   1363  | 10101010011  |     553     |
|   1364  | 10101010100  |     554     |
|   1365  | 10101010101  |     555     |
|   1366  | 10101010110  |     556     |
|   1367  | 10101010111  |     557     |
|   1368  | 10101011000  |     558     |
|   1369  | 10101011001  |     559     |
|   1370  | 10101011010  |     55A     |
|   1371  | 10101011011  |     55B     |
|   1372  | 10101011100  |     55C     |
|   1373  | 10101011101  |     55D     |
|   1374  | 10101011110  |     55E     |
|   1375  | 10101011111  |     55F     |
|   1376  | 10101100000  |     560     |
|   1377  | 10101100001  |     561     |
|   1378  | 10101100010  |     562     |
|   1379  | 10101100011  |     563     |
|   1380  | 10101100100  |     564     |
|   1381  | 10101100101  |     565     |
|   1382  | 10101100110  |     566     |
|   1383  | 10101100111  |     567     |
|   1384  | 10101101000  |     568     |
|   1385  | 10101101001  |     569     |
|   1386  | 10101101010  |     56A     |
|   1387  | 10101101011  |     56B     |
|   1388  | 10101101100  |     56C     |
|   1389  | 10101101101  |     56D     |
|   1390  | 10101101110  |     56E     |
|   1391  | 10101101111  |     56F     |
|   1392  | 10101110000  |     570     |
|   1393  | 10101110001  |     571     |
|   1394  | 10101110010  |     572     |
|   1395  | 10101110011  |     573     |
|   1396  | 10101110100  |     574     |
|   1397  | 10101110101  |     575     |
|   1398  | 10101110110  |     576     |
|   1399  | 10101110111  |     577     |
|   1400  | 10101111000  |     578     |
|   1401  | 10101111001  |     579     |
|   1402  | 10101111010  |     57A     |
|   1403  | 10101111011  |     57B     |
|   1404  | 10101111100  |     57C     |
|   1405  | 10101111101  |     57D     |
|   1406  | 10101111110  |     57E     |
|   1407  | 10101111111  |     57F     |
|   1408  | 10110000000  |     580     |
|   1409  | 10110000001  |     581     |
|   1410  | 10110000010  |     582     |
|   1411  | 10110000011  |     583     |
|   1412  | 10110000100  |     584     |
|   1413  | 10110000101  |     585     |
|   1414  | 10110000110  |     586     |
|   1415  | 10110000111  |     587     |
|   1416  | 10110001000  |     588     |
|   1417  | 10110001001  |     589     |
|   1418  | 10110001010  |     58A     |
|   1419  | 10110001011  |     58B     |
|   1420  | 10110001100  |     58C     |
|   1421  | 10110001101  |     58D     |
|   1422  | 10110001110  |     58E     |
|   1423  | 10110001111  |     58F     |
|   1424  | 10110010000  |     590     |
|   1425  | 10110010001  |     591     |
|   1426  | 10110010010  |     592     |
|   1427  | 10110010011  |     593     |
|   1428  | 10110010100  |     594     |
|   1429  | 10110010101  |     595     |
|   1430  | 10110010110  |     596     |
|   1431  | 10110010111  |     597     |
|   1432  | 10110011000  |     598     |
|   1433  | 10110011001  |     599     |
|   1434  | 10110011010  |     59A     |
|   1435  | 10110011011  |     59B     |
|   1436  | 10110011100  |     59C     |
|   1437  | 10110011101  |     59D     |
|   1438  | 10110011110  |     59E     |
|   1439  | 10110011111  |     59F     |
|   1440  | 10110100000  |     5A0     |
|   1441  | 10110100001  |     5A1     |
|   1442  | 10110100010  |     5A2     |
|   1443  | 10110100011  |     5A3     |
|   1444  | 10110100100  |     5A4     |
|   1445  | 10110100101  |     5A5     |
|   1446  | 10110100110  |     5A6     |
|   1447  | 10110100111  |     5A7     |
|   1448  | 10110101000  |     5A8     |
|   1449  | 10110101001  |     5A9     |
|   1450  | 10110101010  |     5AA     |
|   1451  | 10110101011  |     5AB     |
|   1452  | 10110101100  |     5AC     |
|   1453  | 10110101101  |     5AD     |
|   1454  | 10110101110  |     5AE     |
|   1455  | 10110101111  |     5AF     |
|   1456  | 10110110000  |     5B0     |
|   1457  | 10110110001  |     5B1     |
|   1458  | 10110110010  |     5B2     |
|   1459  | 10110110011  |     5B3     |
|   1460  | 10110110100  |     5B4     |
|   1461  | 10110110101  |     5B5     |
|   1462  | 10110110110  |     5B6     |
|   1463  | 10110110111  |     5B7     |
|   1464  | 10110111000  |     5B8     |
|   1465  | 10110111001  |     5B9     |
|   1466  | 10110111010  |     5BA     |
|   1467  | 10110111011  |     5BB     |
|   1468  | 10110111100  |     5BC     |
|   1469  | 10110111101  |     5BD     |
|   1470  | 10110111110  |     5BE     |
|   1471  | 10110111111  |     5BF     |
|   1472  | 10111000000  |     5C0     |
|   1473  | 10111000001  |     5C1     |
|   1474  | 10111000010  |     5C2     |
|   1475  | 10111000011  |     5C3     |
|   1476  | 10111000100  |     5C4     |
|   1477  | 10111000101  |     5C5     |
|   1478  | 10111000110  |     5C6     |
|   1479  | 10111000111  |     5C7     |
|   1480  | 10111001000  |     5C8     |
|   1481  | 10111001001  |     5C9     |
|   1482  | 10111001010  |     5CA     |
|   1483  | 10111001011  |     5CB     |
|   1484  | 10111001100  |     5CC     |
|   1485  | 10111001101  |     5CD     |
|   1486  | 10111001110  |     5CE     |
|   1487  | 10111001111  |     5CF     |
|   1488  | 10111010000  |     5D0     |
|   1489  | 10111010001  |     5D1     |
|   1490  | 10111010010  |     5D2     |
|   1491  | 10111010011  |     5D3     |
|   1492  | 10111010100  |     5D4     |
|   1493  | 10111010101  |     5D5     |
|   1494  | 10111010110  |     5D6     |
|   1495  | 10111010111  |     5D7     |
|   1496  | 10111011000  |     5D8     |
|   1497  | 10111011001  |     5D9     |
|   1498  | 10111011010  |     5DA     |
|   1499  | 10111011011  |     5DB     |
|   1500  | 10111011100  |     5DC     |
|   1501  | 10111011101  |     5DD     |
|   1502  | 10111011110  |     5DE     |
|   1503  | 10111011111  |     5DF     |
|   1504  | 10111100000  |     5E0     |
|   1505  | 10111100001  |     5E1     |
|   1506  | 10111100010  |     5E2     |
|   1507  | 10111100011  |     5E3     |
|   1508  | 10111100100  |     5E4     |
|   1509  | 10111100101  |     5E5     |
|   1510  | 10111100110  |     5E6     |
|   1511  | 10111100111  |     5E7     |
|   1512  | 10111101000  |     5E8     |
|   1513  | 10111101001  |     5E9     |
|   1514  | 10111101010  |     5EA     |
|   1515  | 10111101011  |     5EB     |
|   1516  | 10111101100  |     5EC     |
|   1517  | 10111101101  |     5ED     |
|   1518  | 10111101110  |     5EE     |
|   1519  | 10111101111  |     5EF     |
|   1520  | 10111110000  |     5F0     |
|   1521  | 10111110001  |     5F1     |
|   1522  | 10111110010  |     5F2     |
|   1523  | 10111110011  |     5F3     |
|   1524  | 10111110100  |     5F4     |
|   1525  | 10111110101  |     5F5     |
|   1526  | 10111110110  |     5F6     |
|   1527  | 10111110111  |     5F7     |
|   1528  | 10111111000  |     5F8     |
|   1529  | 10111111001  |     5F9     |
|   1530  | 10111111010  |     5FA     |
|   1531  | 10111111011  |     5FB     |
|   1532  | 10111111100  |     5FC     |
|   1533  | 10111111101  |     5FD     |
|   1534  | 10111111110  |     5FE     |
|   1535  | 10111111111  |     5FF     |
|   1536  | 11000000000  |     600     |
|   1537  | 11000000001  |     601     |
|   1538  | 11000000010  |     602     |
|   1539  | 11000000011  |     603     |
|   1540  | 11000000100  |     604     |
|   1541  | 11000000101  |     605     |
|   1542  | 11000000110  |     606     |
|   1543  | 11000000111  |     607     |
|   1544  | 11000001000  |     608     |
|   1545  | 11000001001  |     609     |
|   1546  | 11000001010  |     60A     |
|   1547  | 11000001011  |     60B     |
|   1548  | 11000001100  |     60C     |
|   1549  | 11000001101  |     60D     |
|   1550  | 11000001110  |     60E     |
